TCGA.D7.6520	TCGA.HU.A4GX	TCGA.BR.8371	TCGA.D7.A747	TCGA.CG.5732	TCGA.CG.5724	TCGA.CD.8524	TCGA.CG.4477	TCGA.VQ.A91V	TCGA.CD.8527	TCGA.CG.5717
ENSG00000242732	411	189	1598	524	143	92	439	164	77	163	224
ENSG00000242735	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242736	0	0	3	2	0	0	0	9	2	0	0
ENSG00000242737	4	6	25	14	3	3	18	11	17	5	2
ENSG00000242741	0	2	0	2	6	0	0	21	0	0	24
ENSG00000242747	2	15	39	21	5	4	11	38	11	6	5
ENSG00000242748	1	7	6	2	5	0	8	2	6	1	4
ENSG00000242752	0	0	1	1	0	0	0	0	1	0	0
ENSG00000242753	0	0	0	1	0	3	0	1	2	0	3
ENSG00000242756	0	1	4	5	1	1	2	3	0	3	1
ENSG00000242757	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242759	14	5	182	49	8	12	62	64	8	24	3
ENSG00000242764	0	0	2	1	0	0	2	1	1	0	0
ENSG00000242766	13	816	2	4	208	1	225	76	11	1	24
ENSG00000242767	8	1	9	1	2	2	19	3	17	3	3
ENSG00000242768	0	0	1	0	0	1	1	0	0	0	0
ENSG00000242769	0	0	0	0	0	0	0	0	0	2	0
ENSG00000242770	1	8	0	2	2	1	20	8	16	1	1
ENSG00000242771	0	0	0	1	0	1	1	1	0	0	0
ENSG00000242775	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242779	222	231	146	74	214	16	190	171	41	495	103
ENSG00000242781	0	0	0	6	0	1	0	0	0	0	1
ENSG00000242790	1	0	0	0	0	0	0	1	2	0	0
ENSG00000242791	6	1	0	1	4	2	1	1	2	11	1
ENSG00000242793	0	0	0	0	0	0	0	19	0	0	0
ENSG00000242794	0	0	0	0	0	0	0	2	0	3	0
ENSG00000242795	14	57	178	7	7	9	164	14	166	16	7
ENSG00000242797	3	9	17	9	10	1	9	6	7	12	11
ENSG00000242798	7	6	10	2	8	4	29	14	34	173	3
ENSG00000242802	4526	3014	1691	739	1719	3253	3851	1275	3468	1431	1618
ENSG00000242807	1	1	1	1	1	4	1	4	0	2	0
ENSG00000242808	3	79	56	31	22	22	57	113	15	41	33
ENSG00000242810	0	0	1	0	0	2	0	0	0	0	0
ENSG00000242811	0	0	2	0	0	0	0	0	0	0	0
ENSG00000242814	48	101	245	177	27	54	229	37	107	162	62
ENSG00000242816	0	0	0	2	0	2	0	0	0	0	0
ENSG00000242818	3	0	2	4	0	0	4	0	1	1	0
ENSG00000242828	0	0	2	4	0	1	0	5	0	1	8
ENSG00000242829	1	0	11	9	3	0	9	4	2	11	1
ENSG00000242834	0	0	0	0	0	7	0	0	0	0	0
ENSG00000242836	0	0	5	1	0	0	0	0	0	0	0
ENSG00000242837	1	8	11	3	4	0	3	3	5	2	2
ENSG00000242841	31	29	13	9	9	19	123	11	27	16	5
ENSG00000242849	10	4	21	10	10	17	22	25	21	15	8
ENSG00000242850	0	0	0	1	0	0	0	0	1	0	0
ENSG00000242852	11	29	41	26	11	13	29	46	10	26	6
ENSG00000242853	0	6	11	3	6	0	21	2	20	9	3
ENSG00000242854	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242855	0	1	1	1	0	0	5	0	0	0	0
ENSG00000242856	0	0	4	2	0	0	0	0	0	0	0
ENSG00000242858	16	30	110	34	13	15	109	31	44	30	18
ENSG00000242860	2	14	15	5	2	2	23	7	15	6	3
ENSG00000242861	164	904	222	130	112	46	515	199	479	209	40
ENSG00000242863	0	1	1	5	0	0	3	0	2	0	0
ENSG00000242865	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242866	1	34	8	18	3	10	66	16	28	44	3
ENSG00000242875	0	0	0	0	0	0	0	0	0	0	0
ENSG00000242876	2	20	19	7	0	2	11	3	13	4	7
ENSG00000242880	0	0	1	2	0	1	1	3	0	7	5
ENSG00000242882	4	16	40	16	6	8	21	9	13	8	7
ENSG00000242887	9	36	7	3	426	6	27	502	2	1	25
ENSG00000242888	0	1	9	3	0	0	3	3	0	0	0
ENSG00000242889	1	1	14	1	0	2	7	1	3	0	3
ENSG00000242893	0	0	5	3	0	1	1	2	2	1	0
ENSG00000242894	0	1	0	1	0	0	2	2	0	2	0
ENSG00000242899	5	10	29	17	3	3	28	7	13	15	14
ENSG00000242902	1	1	1	2	0	3	2	0	4	9	1
ENSG00000242908	4	5	3	4	0	1	9	4	10	36	2
ENSG00000242911	0	0	0	2	0	8	0	7	0	0	0
ENSG00000242912	0	0	1	3	0	1	2	3	0	1	0
ENSG00000242915	0	1	1	0	0	0	0	0	0	0	0
ENSG00000242922	0	1	1	2	0	0	0	0	2	0	1
ENSG00000242925	0	0	0	3	0	1	5	2	7	2	0
ENSG00000242928	0	0	0	4	0	0	0	1	0	0	0
ENSG00000242931	0	6	10	3	4	2	20	7	16	9	4
ENSG00000242936	0	0	0	1	0	0	1	1	0	0	0
ENSG00000242941	0	0	2	1	2	0	0	2	1	0	1
ENSG00000242943	0	0	1	0	0	0	0	0	0	0	0
ENSG00000242945	0	2	0	0	0	1	0	4	0	0	0
ENSG00000242948	0	2	1	2	0	12	0	14	12	0	3
ENSG00000242950	14	10	38	20	14	10	41	16	62	6	9
ENSG00000242951	24	62	122	34	28	17	97	37	33	94	21
ENSG00000242952	12	16	52	20	20	25	21	15	11	7	17
ENSG00000242953	0	0	1	2	19	0	1	31	1	0	2
ENSG00000242958	2	2	6	7	1	1	5	3	1	0	0
ENSG00000242960	151	45	124	67	36	75	215	200	137	71	51
ENSG00000242963	0	2	0	2	0	0	1	1	1	0	0
ENSG00000242968	0	2	0	3	0	0	4	21	26	1	0
ENSG00000242970	21	48	29	17	13	11	46	13	20	56	7
ENSG00000242971	1	14	12	8	2	2	12	7	13	7	3
ENSG00000242973	0	0	3	5	0	0	0	2	0	3	0
ENSG00000242976	0	0	0	1	1	0	2	1	0	1	0
ENSG00000242978	1	2	1	1	0	0	3	7	1	1	5
ENSG00000242979	1	1	5	7	2	2	0	8	3	8	1
ENSG00000242983	0	2	0	1	0	2	22	0	0	0	0
ENSG00000242985	0	0	0	0	0	2	1	1	0	0	0
ENSG00000242986	0	1	11	2	0	0	3	1	0	0	1
ENSG00000242989	0	0	1	1	0	0	0	2	0	0	0
ENSG00000242990	4	6	17	11	5	6	26	17	10	4	2
ENSG00000242991	0	0	0	2	0	0	0	2	0	0	0
ENSG00000242992	126	27	97	37	17	49	145	92	72	47	46
ENSG00000242993	0	0	0	1	0	0	1	2	0	0	0
ENSG00000242995	0	2	3	5	0	0	2	5	4	4	1
ENSG00000242998	0	0	0	2	0	2	0	0	0	0	0
ENSG00000242999	4	0	13	4	4	1	17	1	5	1	7
ENSG00000243004	27	102	23	41	20	16	51	43	155	28	22
ENSG00000243005	0	3	0	0	1	1	0	1	1	2	0
ENSG00000243007	9	17	24	20	5	5	31	15	17	30	8
ENSG00000243008	1	0	0	4	0	3	3	3	0	2	1
ENSG00000243011	0	0	1	2	0	0	1	1	0	0	0
ENSG00000243014	18	37	39	13	7	13	59	39	65	39	9
ENSG00000243015	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243016	0	0	0	3	0	1	0	0	0	1	0
ENSG00000243018	5	0	8	1	4	1	2	1	0	0	0
ENSG00000243020	2	3	4	5	1	0	10	9	5	1	1
ENSG00000243022	1	0	0	2	1	2	2	0	2	0	0
ENSG00000243023	4	9	24	5	3	2	12	29	8	6	7
ENSG00000243024	15	4	7	5	7	23	8	29	0	28	6
ENSG00000243025	0	1	2	6	0	0	1	6	1	0	2
ENSG00000243027	0	3	0	4	0	1	0	4	0	0	0
ENSG00000243029	0	1	1	0	0	0	2	1	1	2	0
ENSG00000243033	1	1	6	2	0	4	4	6	0	2	1
ENSG00000243035	0	0	0	1	0	0	0	9	0	2	0
ENSG00000243038	0	1	4	3	0	1	1	3	2	0	2
ENSG00000243040	0	0	0	5	0	0	0	0	0	0	0
ENSG00000243044	0	0	0	2	0	0	0	0	0	0	0
ENSG00000243048	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243049	0	6	5	3	6	2	6	2	2	4	2
ENSG00000243050	0	0	0	1	0	0	0	5	1	1	1
ENSG00000243051	0	7	8	2	0	1	18	2	5	0	0
ENSG00000243053	2	12	32	1	1	8	12	10	13	3	6
ENSG00000243055	2	2	3	2	7	7	5	108	47	17	10
ENSG00000243056	200	236	265	93	301	405	308	155	180	323	116
ENSG00000243058	0	1	4	5	1	1	1	2	1	2	2
ENSG00000243059	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243062	0	0	0	0	2	0	2	0	0	0	0
ENSG00000243063	0	109	1	3	352	9	55	299	4	3	6
ENSG00000243064	74	67	7	68	49	9	6	39	10	8	27
ENSG00000243066	0	0	7	2	0	1	1	3	0	0	4
ENSG00000243069	28	7	193	64	8	4	35	48	9	12	46
ENSG00000243071	8	26	94	32	15	1	31	25	17	13	18
ENSG00000243072	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243073	0	2	1	4	1	5	2	3	1	1	0
ENSG00000243075	0	1	0	2	0	0	4	1	1	1	0
ENSG00000243081	35	5	2	17	0	0	4	11	0	7	0
ENSG00000243083	15	0	12	11	23	3	5	52	1	18	3
ENSG00000243085	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243089	0	0	0	1	0	0	0	8	0	0	0
ENSG00000243094	0	27	19	6	4	3	16	24	10	11	0
ENSG00000243095	0	3	6	5	2	3	7	2	13	3	2
ENSG00000243099	2	12	24	10	6	3	10	13	6	10	3
ENSG00000243101	8	6	35	7	2	11	19	15	8	12	4
ENSG00000243103	0	0	8	3	2	1	8	5	1	7	0
ENSG00000243104	2	5	2	0	0	0	6	6	8	2	0
ENSG00000243107	5	29	79	11	2	2	38	52	38	46	2
ENSG00000243115	0	0	0	0	0	1	0	10	0	1	0
ENSG00000243116	1	0	5	2	0	0	2	1	0	1	2
ENSG00000243122	3	5	7	13	1	4	10	21	3	14	4
ENSG00000243124	0	0	1	3	0	2	1	0	0	2	0
ENSG00000243125	0	0	0	2	0	0	0	1	1	0	0
ENSG00000243129	0	1	2	0	0	1	3	1	0	3	1
ENSG00000243130	0	0	5	16	0	5	4	8	1	1	0
ENSG00000243135	2	0	0	4	19	8	51	0	8	0	0
ENSG00000243136	0	0	4	2	0	0	0	2	0	0	0
ENSG00000243137	3	0	1	15	0	8	2	13	7	0	85
ENSG00000243141	4	9	10	2	1	4	1	11	14	6	8
ENSG00000243144	1	0	4	4	1	1	6	3	3	11	0
ENSG00000243147	1408	2106	1790	1375	1830	2003	2371	2592	971	1640	886
ENSG00000243149	0	0	0	2	0	0	0	4	1	0	0
ENSG00000243150	0	0	0	5	0	4	0	4	0	2	0
ENSG00000243154	0	0	1	0	0	0	0	3	0	1	0
ENSG00000243155	40	82	36	20	38	5	74	48	72	112	9
ENSG00000243156	1772	1342	4442	2183	1347	1672	1484	1285	1480	477	1711
ENSG00000243160	2	8	13	4	2	2	6	6	6	3	3
ENSG00000243164	1	3	5	8	0	0	7	1	2	2	3
ENSG00000243165	0	0	0	0	0	0	0	0	0	5	0
ENSG00000243167	3	10	25	7	3	8	15	9	10	16	2
ENSG00000243171	0	0	0	0	0	2	0	3	0	0	0
ENSG00000243173	0	0	0	1	0	1	1	4	0	0	0
ENSG00000243175	12	12	55	5	8	6	39	7	17	1	11
ENSG00000243176	21	38	68	18	32	22	25	53	24	28	12
ENSG00000243179	0	0	2	0	1	3	2	1	0	0	1
ENSG00000243181	21	213	131	52	28	21	41	24	25	18	22
ENSG00000243187	0	0	0	4	0	0	1	1	1	3	0
ENSG00000243188	0	0	0	3	2	2	1	2	7	13	0
ENSG00000243193	1	1	20	10	2	6	3	22	3	3	0
ENSG00000243195	0	0	0	0	0	3	0	11	0	0	0
ENSG00000243197	0	2	7	11	0	5	3	6	0	2	0
ENSG00000243199	161	623	737	337	251	333	552	185	170	375	284
ENSG00000243207	0	9	3	2	2	0	2	0	2	1	3
ENSG00000243220	0	0	2	1	0	4	1	3	0	0	1
ENSG00000243224	18	7	14	11	16	25	35	43	9	47	6
ENSG00000243225	8	16	47	29	6	7	18	32	11	20	17
ENSG00000243227	1	1	0	5	0	1	3	2	4	0	0
ENSG00000243230	1	2	8	9	2	0	4	1	1	8	7
ENSG00000243232	739	21	208	151	209	5	65	34	611	63	180
ENSG00000243234	0	3	2	3	0	3	4	14	3	1	1
ENSG00000243236	0	0	0	4	1	4	0	5	2	0	4
ENSG00000243238	907	2359	20	27	18079	33	359	176	20	13	83
ENSG00000243243	14	20	79	12	12	55	29	34	48	3	9
ENSG00000243244	640	267	9302	2214	148	354	1206	606	248	434	486
ENSG00000243250	0	3	30	9	5	3	29	14	8	4	1
ENSG00000243254	1	0	5	6	1	3	14	2	6	14	2
ENSG00000243256	14	13	45	24	5	3	34	7	14	22	7
ENSG00000243257	0	0	0	0	0	2	2	1	0	0	0
ENSG00000243260	3	3	38	6	5	1	37	4	25	0	6
ENSG00000243264	17	1579	5	23	285	281	847	3809	22	25	17
ENSG00000243265	5	24	14	4	4	1	32	19	23	10	11
ENSG00000243267	2	2	22	1	3	0	10	4	7	0	3
ENSG00000243273	0	0	0	0	1	5	0	3	3	1	0
ENSG00000243274	0	0	3	0	0	0	0	4	0	0	0
ENSG00000243276	0	0	0	3	0	3	1	8	1	0	0
ENSG00000243279	881	1044	1963	581	982	1279	1600	816	2135	3675	473
ENSG00000243280	4	12	20	5	3	5	10	6	11	3	2
ENSG00000243284	14	8	17	11	13	1	70	33	61	13	349
ENSG00000243287	0	0	1	6	0	0	0	5	0	0	0
ENSG00000243289	2	0	7	3	0	0	26	3	39	0	1
ENSG00000243290	82	332	23	4	1015	60	135	519	16	4	113
ENSG00000243295	0	0	0	2	0	0	1	3	1	0	0
ENSG00000243296	0	1	0	0	0	0	0	1	0	0	0
ENSG00000243297	3	6	32	16	3	1	13	48	5	18	1
ENSG00000243302	396	1314	1823	663	374	238	1547	528	1486	397	473
ENSG00000243303	0	2	0	0	0	0	2	5	3	0	1
ENSG00000243304	9	7	15	5	8	4	11	7	13	7	6
ENSG00000243305	0	0	0	0	0	0	1	2	0	0	0
ENSG00000243307	2	9	10	0	2	0	3	2	9	3	0
ENSG00000243312	4	22	50	16	6	11	27	18	10	25	4
ENSG00000243313	2	2	15	3	0	2	10	5	3	10	0
ENSG00000243314	3	5	23	2	2	1	5	3	4	7	1
ENSG00000243316	2	4	0	14	7	1	1	7	13	16	1
ENSG00000243317	2408	8376	2153	1487	2359	3562	3809	3346	3178	3876	4424
ENSG00000243319	0	1	3	10	0	1	0	40	0	0	4
ENSG00000243321	1	0	0	1	1	1	0	0	0	0	0
ENSG00000243323	5	14	44	24	18	8	12	24	17	56	6
ENSG00000243328	2	4	4	5	1	0	6	7	3	5	1
ENSG00000243333	0	0	2	0	0	1	1	7	1	1	1
ENSG00000243335	697	634	1798	541	446	438	645	629	627	221	284
ENSG00000243338	0	0	0	0	0	0	1	0	0	1	0
ENSG00000243339	8	3	8	6	4	4	6	4	3	0	3
ENSG00000243345	0	0	0	4	0	0	0	1	0	0	0
ENSG00000243346	0	1	1	1	0	2	0	0	0	0	0
ENSG00000243347	1	0	0	5	0	2	0	4	0	6	0
ENSG00000243349	0	0	8	14	0	3	2	18	3	0	0
ENSG00000243352	24	9	9	0	12	2	16	6	9	5	2
ENSG00000243353	0	1	2	6	0	1	7	5	5	5	1
ENSG00000243355	0	1	1	1	0	0	0	2	0	1	0
ENSG00000243359	0	0	3	3	0	5	3	0	3	1	0
ENSG00000243364	1314	1264	324	192	899	1022	1061	516	1251	1026	792
ENSG00000243365	0	1	4	2	1	1	4	10	0	3	0
ENSG00000243366	1	2	1	2	0	0	1	1	1	1	0
ENSG00000243368	6	10	28	10	3	4	25	22	29	30	9
ENSG00000243370	0	1	1	4	1	2	4	6	5	1	1
ENSG00000243373	2	0	2	5	0	0	10	0	2	1	0
ENSG00000243374	0	1	0	4	0	0	0	9	0	0	0
ENSG00000243378	0	0	0	0	0	1	0	0	0	0	0
ENSG00000243383	0	0	3	2	0	0	1	4	1	0	0
ENSG00000243384	1	0	8	1	1	3	0	3	0	1	0
ENSG00000243385	0	0	6	4	0	0	5	9	0	0	0
ENSG00000243388	11	14	88	34	7	15	54	40	31	17	24
ENSG00000243389	3	2	5	3	5	7	4	12	8	8	2
ENSG00000243396	4	6	18	10	1	4	5	22	6	12	1
ENSG00000243398	5	3	5	2	0	0	6	5	4	0	1
ENSG00000243402	0	2	4	0	4	1	7	1	6	5	2
ENSG00000243403	27	54	74	27	37	61	115	12	51	116	17
ENSG00000243404	1	18	36	9	3	2	35	15	30	6	5
ENSG00000243406	6	27	54	65	17	45	60	193	42	13	26
ENSG00000243410	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243414	14	32	24	6	6	15	32	11	19	10	7
ENSG00000243415	3	3	17	7	4	2	5	6	2	2	2
ENSG00000243417	3	12	23	14	4	4	21	13	6	3	6
ENSG00000243420	1	0	0	1	0	0	1	0	1	0	1
ENSG00000243422	13	18	27	10	18	11	18	27	7	17	10
ENSG00000243423	3	11	17	5	5	5	41	5	7	14	0
ENSG00000243424	1	3	7	4	0	0	7	0	1	0	0
ENSG00000243426	4	0	12	3	2	0	5	2	3	3	1
ENSG00000243429	1	0	1	2	0	0	0	5	1	2	5
ENSG00000243431	6	33	124	52	7	16	78	32	24	22	27
ENSG00000243433	6	12	13	4	4	0	9	11	6	1	2
ENSG00000243437	0	0	10	1	0	0	4	2	3	4	2
ENSG00000243438	0	0	0	1	0	2	1	0	0	0	0
ENSG00000243439	0	0	0	0	0	1	0	1	0	0	0
ENSG00000243445	18	34	67	16	8	14	83	34	28	26	9
ENSG00000243446	2	4	4	3	1	1	6	2	1	1	0
ENSG00000243449	1057	748	240	369	315	4249	1368	57	296	4819	89
ENSG00000243455	5	7	20	16	1	10	18	21	16	15	7
ENSG00000243466	3124	12408	399	347	42913	2414	8449	52580	328	828	1740
ENSG00000243468	22	11	4	3	1	8	29	13	20	0	3
ENSG00000243469	0	1	4	3	1	0	3	10	2	3	2
ENSG00000243477	323	454	661	262	557	651	770	533	405	178	609
ENSG00000243478	0	1	1	14	0	3	3	14	2	1	0
ENSG00000243479	117	327	10	27	55	401	16	147	40	216	20
ENSG00000243480	1	1	3	2	0	0	2	4	2	5	0
ENSG00000243483	0	0	3	1	0	0	4	5	0	0	1
ENSG00000243485	0	0	0	1	0	0	1	0	0	0	0
ENSG00000243486	0	0	0	3	0	1	0	28	0	8	4
ENSG00000243488	0	0	11	3	0	0	3	1	0	0	0
ENSG00000243489	0	0	0	0	0	2	1	6	0	0	0
ENSG00000243491	0	0	1	6	2	44	6	17	3	10	64
ENSG00000243494	1	6	6	8	1	1	8	10	3	7	3
ENSG00000243495	1	9	0	10	0	2	0	2	0	0	0
ENSG00000243498	13	29	54	22	21	34	24	65	32	29	17
ENSG00000243499	0	1	5	7	0	2	6	27	2	10	1
ENSG00000243501	0	1	0	3	0	0	2	4	0	0	2
ENSG00000243503	0	2	1	5	0	0	2	0	0	0	2
ENSG00000243504	17	15	34	20	7	5	20	11	18	18	11
ENSG00000243505	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243507	2	0	0	0	0	2	2	6	0	5	0
ENSG00000243508	3	1	3	1	0	1	5	7	3	2	3
ENSG00000243509	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243510	0	0	3	0	0	0	0	2	0	0	0
ENSG00000243514	8	2	5	9	3	4	3	18	7	2	2
ENSG00000243516	0	1	0	1	0	1	0	0	0	0	0
ENSG00000243517	76	126	312	130	28	50	227	53	128	73	60
ENSG00000243518	3	20	4	6	1	1	3	21	12	6	3
ENSG00000243519	0	0	1	0	0	1	1	1	2	0	2
ENSG00000243521	0	4	10	5	0	5	5	10	1	1	0
ENSG00000243531	0	0	2	0	0	1	0	0	0	0	0
ENSG00000243532	3	2	5	4	0	2	4	12	11	1	0
ENSG00000243537	6	11	23	13	6	6	14	7	8	13	6
ENSG00000243538	8	16	33	16	12	17	47	4	30	34	5
ENSG00000243539	0	1	1	4	0	0	0	4	0	0	1
ENSG00000243541	0	0	0	0	0	0	0	1	0	0	0
ENSG00000243543	0	0	0	1	0	0	2	5	0	2	0
ENSG00000243544	0	9	30	10	2	2	12	6	5	5	2
ENSG00000243546	0	0	2	4	0	0	3	1	0	0	0
ENSG00000243547	121	112	233	125	67	66	298	104	175	90	110
ENSG00000243548	0	0	0	1	0	0	1	5	0	2	0
ENSG00000243549	0	0	0	0	0	1	0	2	0	0	0
ENSG00000243550	1	0	0	1	0	2	0	3	0	1	21
ENSG00000243554	412	253	226	79	210	825	333	165	382	1142	178
ENSG00000243560	2	33	41	11	4	3	26	11	20	13	9
ENSG00000243562	0	2	8	4	0	1	15	1	2	0	0
ENSG00000243566	195	1208	305	25	77	14934	386	318	878	83	7458
ENSG00000243568	0	2	2	1	0	0	2	2	5	1	0
ENSG00000243572	0	0	2	4	0	2	0	0	0	0	1
ENSG00000243574	0	0	0	1	2	0	0	2	0	0	0
ENSG00000243581	0	0	0	1	0	0	0	0	0	0	0
ENSG00000243584	2	1	1	0	0	2	2	16	2	3	0
ENSG00000243591	0	0	0	1	0	0	1	1	0	0	0
ENSG00000243592	6	18	49	17	7	4	21	11	10	17	5
ENSG00000243593	0	0	0	0	0	0	0	4	0	0	0
ENSG00000243596	0	0	0	2	0	3	0	0	1	0	0
ENSG00000243601	2	0	1	2	0	1	2	1	2	1	0
ENSG00000243607	0	1	2	0	0	0	2	1	0	0	0
ENSG00000243609	6	24	24	4	6	4	26	9	13	14	6
ENSG00000243613	0	0	1	0	2	0	2	1	1	0	0
ENSG00000243620	0	0	2	3	0	2	0	22	0	4	0
ENSG00000243621	0	0	4	1	0	0	1	0	2	0	0
ENSG00000243627	0	0	1	0	0	0	0	0	0	0	0
ENSG00000243629	8	10	1	1	18	12	4	19	11	6	3
ENSG00000243633	0	0	0	0	0	0	0	1	0	0	0
ENSG00000243635	4	4	8	0	6	13	7	10	4	3	6
ENSG00000243636	0	0	0	3	0	0	1	0	0	1	0
ENSG00000243641	0	0	0	3	0	0	0	0	0	0	0
ENSG00000243642	0	0	11	4	3	0	11	2	2	1	5
ENSG00000243643	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243646	4396	2672	1188	722	2647	1183	5739	2251	5423	1797	1604
ENSG00000243648	2	6	30	16	4	6	15	29	6	16	3
ENSG00000243649	2386	2406	708	400	7043	429	1453	2132	2204	6899	677
ENSG00000243650	19	36	61	12	7	6	57	22	79	42	8
ENSG00000243655	0	0	0	1	0	1	0	1	0	1	0
ENSG00000243658	0	0	2	1	0	0	1	1	2	0	0
ENSG00000243659	1	3	23	16	7	1	5	2	7	2	2
ENSG00000243660	169	395	411	139	200	152	499	925	544	639	177
ENSG00000243661	0	0	1	9	1	1	4	1	0	1	2
ENSG00000243663	22	54	84	52	16	30	66	67	24	14	25
ENSG00000243664	1	8	2	4	3	1	0	1	2	8	2
ENSG00000243667	29	152	144	67	19	34	112	156	86	96	31
ENSG00000243669	1	2	6	0	2	0	3	7	0	0	1
ENSG00000243671	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243672	0	10	12	4	5	5	4	5	11	6	7
ENSG00000243674	0	1	2	7	0	3	0	0	1	5	1
ENSG00000243675	0	0	7	1	0	1	6	8	3	0	2
ENSG00000243678	2094	4091	2748	805	2971	5581	4872	1299	5460	5455	1444
ENSG00000243679	241	714	964	286	204	184	955	210	911	244	261
ENSG00000243680	48	96	248	105	43	89	1079	55	85	138	74
ENSG00000243686	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243687	2	0	0	2	3	0	6	2	0	5	1
ENSG00000243694	0	54	0	3	2	1	1	3	0	0	0
ENSG00000243695	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243696	7	50	116	57	26	5	90	27	27	29	18
ENSG00000243697	3	14	23	15	7	2	30	14	12	15	9
ENSG00000243700	1	2	4	0	0	4	4	0	1	0	0
ENSG00000243701	79	28	320	203	67	93	369	552	112	63	142
ENSG00000243702	0	0	0	0	0	0	1	0	0	0	0
ENSG00000243704	0	2	8	3	0	1	4	0	0	0	0
ENSG00000243705	1	3	11	3	1	0	5	2	2	3	0
ENSG00000243708	5	20	29	9	11	10	41	30	19	3	92
ENSG00000243709	64	274	2	18	10	47	11	202	868	18	190
ENSG00000243710	30	20	15	18	11	14	70	236	14	75	11
ENSG00000243711	6	32	49	19	3	4	16	12	6	4	7
ENSG00000243715	0	6	0	3	0	6	2	1	0	0	2
ENSG00000243716	198	198	635	300	144	132	535	376	653	502	253
ENSG00000243720	4	9	12	9	0	2	4	10	5	3	3
ENSG00000243721	8	24	75	55	24	16	27	18	30	43	21
ENSG00000243723	0	0	0	0	0	0	3	1	1	0	0
ENSG00000243725	182	148	127	35	164	145	255	185	168	78	128
ENSG00000243729	0	0	1	12	0	5	0	0	0	0	0
ENSG00000243730	5	4	9	10	5	5	9	17	2	7	8
ENSG00000243733	0	0	1	1	0	0	0	7	1	0	2
ENSG00000243738	2	5	8	2	5	3	5	8	11	1	6
ENSG00000243742	408	131	140	115	41	158	234	172	73	327	88
ENSG00000243744	3	2	25	16	3	5	15	18	6	9	6
ENSG00000243746	49	209	260	81	43	24	114	174	88	47	70
ENSG00000243749	514	429	239	127	290	185	894	222	306	166	125
ENSG00000243753	75	631	139	89	1210	1179	397	452	558	334	363
ENSG00000243758	0	14	1	0	0	0	1	0	0	0	0
ENSG00000243759	45	21	59	23	13	8	35	9	9	13	18
ENSG00000243761	1	1	5	8	2	5	6	10	2	4	4
ENSG00000243762	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243766	1540	379	13	72	242	208	401	46	852	92	61
ENSG00000243770	0	6	1	1	1	0	2	4	0	0	0
ENSG00000243771	1	2	9	6	0	1	5	2	2	4	0
ENSG00000243772	4	17	1	5	9	9	4	16	1	3	3
ENSG00000243775	7	4	3	2	4	9	9	12	15	1	4
ENSG00000243777	2	30	28	15	7	3	46	33	7	4	14
ENSG00000243779	4	19	37	24	5	7	29	9	25	10	6
ENSG00000243780	0	1	0	1	0	3	0	4	1	1	1
ENSG00000243781	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243782	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243789	7	31	17	14	11	33	28	15	36	14	16
ENSG00000243792	1	0	1	2	0	0	0	6	0	0	8
ENSG00000243794	0	0	2	1	0	1	1	1	1	0	0
ENSG00000243795	1	0	6	7	0	9	4	9	3	20	3
ENSG00000243797	4	0	2	33	2	18	25	25	3	10	3
ENSG00000243799	0	0	1	1	0	0	0	0	0	0	0
ENSG00000243801	0	0	0	4	0	0	1	0	0	0	0
ENSG00000243802	9	27	95	47	14	12	45	55	31	54	10
ENSG00000243806	0	18	36	17	5	1	23	32	17	7	8
ENSG00000243810	3	0	0	3	0	3	2	10	0	13	0
ENSG00000243811	300	1501	325	172	462	90	489	301	82	695	250
ENSG00000243813	0	0	0	0	0	0	0	0	0	0	0
ENSG00000243817	0	0	0	0	0	0	0	0	0	0	1
ENSG00000243818	0	6	0	12	0	2	2	4	0	0	0
ENSG00000243819	20	9	41	35	17	16	57	65	18	89	22
ENSG00000243822	1	2	3	2	0	1	18	1	2	1	0
ENSG00000243824	9	29	37	25	9	13	35	14	14	38	8
ENSG00000243828	0	0	0	2	0	2	2	1	0	0	0
ENSG00000243829	81	104	239	87	65	93	209	36	89	121	88
ENSG00000243830	6	9	46	25	8	8	21	13	4	19	15
ENSG00000243831	1	0	0	5	0	0	2	7	1	0	0
ENSG00000243832	7	8	1	3	24	2	0	3	1	11	1
ENSG00000243836	14	6	18	5	20	14	19	19	7	8	10
