TCGA.D7.6520	TCGA.HU.A4GX	TCGA.BR.8371	TCGA.D7.A747	TCGA.CG.5732	TCGA.CG.5724	TCGA.CD.8524	TCGA.CG.4477	TCGA.VQ.A91V	TCGA.CD.8527	TCGA.CG.5717
ENSG00000179031	2	7	35	13	4	1	10	18	10	5	3
ENSG00000179038	15	36	83	26	4	17	103	32	46	28	26
ENSG00000179041	1659	2651	2023	408	1616	8032	2236	863	2449	1766	1205
ENSG00000179044	210	282	143	40	311	158	353	162	223	300	183
ENSG00000179046	0	0	1	8	0	1	5	19	2	2526	2
ENSG00000179051	12356	22928	3500	2460	8583	7790	16448	10007	10652	10287	9442
ENSG00000179055	1	0	1	6	0	5	0	10	0	1	0
ENSG00000179057	89	46	47	46	104	132	89	55	193	29	14
ENSG00000179058	12	12	32	13	14	1	32	11	84	12	7
ENSG00000179059	1	0	1	4	0	2	13	7	0	128	0
ENSG00000179066	83	21	10	5	4	52	37	271	221	12	17
ENSG00000179071	32	14	71	38	53	7	33	7	14	25	8
ENSG00000179073	25	937	0	15	84	18	11	59	17	122	9
ENSG00000179082	0	1	27	10	0	10	26	13	7	1	3
ENSG00000179083	174	1	20	15	1	4	116	10	1	5	1
ENSG00000179085	806	2486	1555	616	747	798	2230	637	2354	3669	708
ENSG00000179088	2	4	65	29	29	9	31	28	8	3	18
ENSG00000179091	13188	14582	6063	2995	14469	8392	9463	4995	13630	13805	6644
ENSG00000179094	1745	1510	16666	1153	3256	2716	3491	5804	2742	1122	7580
ENSG00000179097	6	2	9	9	3	3	26	23	12	3	10
ENSG00000179101	67	37	42	33	27	35	153	38	54	54	28
ENSG00000179104	570	2238	1934	1238	1151	743	1849	1371	2141	503	1817
ENSG00000179111	2	1	4	11	2	99	14	3	0	3	0
ENSG00000179115	3241	5025	2078	830	3310	6901	3936	2448	3498	3032	3867
ENSG00000179119	3035	3091	1342	566	1768	1150	2266	2540	5260	1201	2395
ENSG00000179131	4	16	19	13	1	4	18	12	6	12	3
ENSG00000179133	11	0	8	15	9	4	5	47	1	22	16
ENSG00000179134	18218	8126	10599	3266	4177	12101	16178	6424	18568	7808	10373
ENSG00000179136	0	0	14	15	0	2	10	1	1	3	2
ENSG00000179141	0	1	1	6	0	8	13	7	16	0	3
ENSG00000179142	0	0	0	6	1	4	0	0	0	3	0
ENSG00000179144	329	1244	1615	431	441	130	1405	756	304	253	723
ENSG00000179148	21	40	3	11	35	73	6	19	7	103	187
ENSG00000179151	3544	1818	1229	550	1055	1388	1764	1026	2697	836	1633
ENSG00000179152	2002	1447	2319	1229	1813	941	2028	1378	2282	601	1466
ENSG00000179157	11	7	22	8	3	12	20	20	10	22	6
ENSG00000179163	10574	5469	2100	1379	6236	2020	4120	5590	7404	3579	3296
ENSG00000179165	1	5	2	5	4	1	16	26	3	6	2
ENSG00000179168	66	75	77	41	63	76	93	37	59	124	40
ENSG00000179170	0	0	0	4	0	0	0	0	0	0	0
ENSG00000179172	4	4	11	3	0	4	11	2	6	2	2
ENSG00000179178	2194	1769	150	137	2858	962	1932	659	5354	1009	758
ENSG00000179195	4808	13274	4703	2734	7703	6186	12946	10335	5765	12331	4297
ENSG00000179213	0	1	1	9	1	8	1	5	0	0	0
ENSG00000179218	61111	63300	22345	7220	69022	56682	92523	40691	60626	42885	38004
ENSG00000179219	0	5	40	15	2	3	3	10	6	19	1
ENSG00000179222	9670	15998	7530	3041	5707	3578	9960	5292	36752	7997	4054
ENSG00000179240	49	70	180	103	44	104	109	165	99	34	38
ENSG00000179241	751	890	563	406	281	1082	1870	578	334	274	1984
ENSG00000179242	8	62	89	32	51	21	64	57	27	60	12
ENSG00000179253	2	0	16	10	3	5	3	1	0	0	1
ENSG00000179256	7	14	5	9	1	6	40	10	1	5	1
ENSG00000179262	5862	8625	6792	2037	3716	10570	9618	6780	5257	6506	5552
ENSG00000179270	1	1	64	22	3	8	1	5	5	2	35
ENSG00000179271	2474	5046	3125	977	1813	5635	4158	1290	1872	3612	2053
ENSG00000179277	706	102	518	73	345	483	946	85	259	87	150
ENSG00000179284	2	10	80	18	0	10	4	33	9	13	2
ENSG00000179292	2090	404	56	12	800	16	185	25	4169	356	131
ENSG00000179295	5899	14423	7603	6943	5464	5339	8310	11129	6783	6386	5374
ENSG00000179299	483	43	302	122	435	387	435	369	361	481	373
ENSG00000179300	9	0	70	9	0	4	15	4	0	3	0
ENSG00000179304	0	6	11	8	1	1	5	3	23	6	5
ENSG00000179314	85	299	552	134	85	67	304	65	53	62	195
ENSG00000179331	74	32	10	12	65	9	17	90	7	36	41
ENSG00000179335	3930	3410	3128	1003	1952	1972	3793	1912	4240	1789	2587
ENSG00000179342	6	2	35	13	0	7	17	9	16	5	2
ENSG00000179344	1909	9162	2159	4143	22084	16308	7427	33549	1206	2794	3292
ENSG00000179348	191	827	329	371	257	388	533	118	268	1071	469
ENSG00000179361	1925	1478	479	231	529	1304	964	653	1491	331	1175
ENSG00000179362	91	103	77	40	174	88	38	85	109	45	47
ENSG00000179363	3	0	0	1	10	2	3	9	0	0	1
ENSG00000179364	4612	4759	6436	2368	4518	7230	5644	2017	5767	4150	3131
ENSG00000179381	0	0	0	4	0	0	0	0	0	0	0
ENSG00000179387	1413	2940	1067	760	857	706	1703	1631	1517	733	918
ENSG00000179388	109	263	360	159	1071	702	467	1377	1548	282	1870
ENSG00000179397	9	26	58	39	18	17	69	72	42	12	9
ENSG00000179399	3	0	5	21	9	3	10	8	5	6	2
ENSG00000179403	34953	4448	17080	3009	13613	10597	19705	3612	8034	10252	6623
ENSG00000179406	1038	557	926	309	199	152	1730	653	1999	631	335
ENSG00000179407	0	1	1	5	0	10	2	0	1	0	0
ENSG00000179409	1429	3248	1276	493	1971	3469	1117	1958	1603	783	1895
ENSG00000179412	1	1	1	0	0	0	3	0	0	0	0
ENSG00000179420	0	0	1	5	0	6	1	15	3	2	1
ENSG00000179428	0	0	4	8	0	18	3	9	1	0	17
ENSG00000179431	472	328	265	207	207	1557	634	246	151	307	573
ENSG00000179443	0	0	0	3	0	3	0	0	0	1	0
ENSG00000179447	4	0	23	13	1	6	35	16	0	9	16
ENSG00000179452	0	1	0	4	0	0	0	1	0	0	0
ENSG00000179454	389	1452	1055	522	530	560	1073	1474	1646	486	1246
ENSG00000179455	89	0	23	9	0	13	7	11	7	118	88
ENSG00000179456	173	1756	2284	880	913	289	1488	2584	2995	834	901
ENSG00000179460	2	5	5	4	1	0	3	26	3	1	8
ENSG00000179468	0	0	0	4	0	1	0	0	0	0	0
ENSG00000179476	232	599	806	518	187	158	383	262	432	290	241
ENSG00000179477	12	260	17	14	105	119	9	11	5	152	575
ENSG00000179520	10	4	4	14	15	3	5	34	2	0	0
ENSG00000179523	290	571	704	238	345	220	779	297	615	354	248
ENSG00000179526	8228	4859	3984	1711	4186	4154	9078	1375	7722	6550	2973
ENSG00000179528	921	89	24	21	151	110	303	20	116	181	26
ENSG00000179532	152	518	1341	513	229	222	528	348	724	311	335
ENSG00000179542	9	4	58	173	1	75	169	47	5	15	79
ENSG00000179546	115	23	53	299	204	568	229	753	223	53	15
ENSG00000179562	2261	2378	981	454	1408	1052	1511	1215	3790	821	1661
ENSG00000179564	3	7	20	5	6	1	54	9	39	3	4
ENSG00000179571	2	1	5	11	1	3	2	7	4	3	3
ENSG00000179577	0	0	1	13	0	1	2	23	0	1	0
ENSG00000179580	0	0	0	3	2	3	4	0	3	2	1
ENSG00000179583	1024	2697	4201	1200	3638	1655	1807	5958	1974	984	1733
ENSG00000179588	5878	5460	3503	753	7314	1143	11742	1024	8822	4713	1378
ENSG00000179593	45	119	53	6	115	75	80	582	68	62	3038
ENSG00000179598	303	590	460	154	129	180	479	229	150	113	93
ENSG00000179600	0	2	1	2	0	2	0	2	0	0	0
ENSG00000179603	83	77	4	27	23	18	43	108	31	21	12
ENSG00000179604	11660	5322	8794	2089	6853	5779	6530	7393	8031	4554	5640
ENSG00000179611	350	103	221	103	137	74	251	72	279	106	131
ENSG00000179615	0	0	3	1	0	0	0	1	0	0	0
ENSG00000179626	0	0	0	1	0	2	0	0	0	0	0
ENSG00000179627	1668	867	519	192	2207	1235	999	182	1302	1037	877
ENSG00000179630	740	702	690	629	570	674	912	1334	740	682	776
ENSG00000179632	12823	9287	12956	4850	9064	7683	11095	3448	12810	13502	5845
ENSG00000179636	0	0	1	5	1	9	2	5	1	0	1
ENSG00000179639	62	2	147	271	74	10	26	54	14	10	362
ENSG00000179673	0	2	10	4	5	9	13	2	10	4	86
ENSG00000179674	581	3138	677	46	571	1119	539	1666	11598	1518	619
ENSG00000179676	1	0	0	9	0	0	2	0	0	0	0
ENSG00000179695	0	0	0	1	0	1	0	4	0	0	0
ENSG00000179698	6	64	90	35	8	17	44	196	137	23	28
ENSG00000179709	0	0	0	12	0	2	5	15	3	1	0
ENSG00000179715	971	759	806	503	559	835	3005	478	160	678	517
ENSG00000179743	153	123	210	106	139	123	352	185	140	107	153
ENSG00000179750	1211	135	89	83	468	17	554	246	148	7	393
ENSG00000179751	0	0	0	0	0	0	2	9	1	5	3
ENSG00000179755	4	3	8	1	9	1	2	0	2	4	3
ENSG00000179761	2003	62	313	119	1432	53	77	110	51	3321	50
ENSG00000179766	30	59	88	74	31	25	106	66	113	152	20
ENSG00000179772	858	148	315	482	62	271	3699	70	82	195	73
ENSG00000179774	14	34	2	11	5	2	28	41	16	8	8
ENSG00000179776	1656	1614	2401	742	1331	1016	5533	2695	1936	974	2706
ENSG00000179796	9	1	2	15	2	3	11	1	6	0	11
ENSG00000179799	2	67	23	6	27	126	4	211	126	14	30
ENSG00000179813	4	17	18	64	49	11	20	31	10	8	50
ENSG00000179817	0	0	0	4	3	5	1	1	0	0	0
ENSG00000179818	400	756	1410	497	424	308	1361	1651	1106	482	1134
ENSG00000179820	12147	23327	44216	19194	6138	9391	13786	8830	10856	14235	10306
ENSG00000179826	1	0	1	2	4	0	1	10	1	0	103
ENSG00000179832	6172	4562	3491	1567	3197	2366	5192	2006	11374	3908	3331
ENSG00000179833	2733	1572	2316	1261	1465	2703	2151	4078	2669	1196	8585
ENSG00000179840	1	23	55	15	5	1	18	13	6	1	5
ENSG00000179841	247	641	366	125	171	82	263	302	169	180	112
ENSG00000179846	42	25	17	13	30	25	150	18	47	9	102
ENSG00000179855	355	216	536	183	244	199	802	243	304	223	383
ENSG00000179859	199	466	287	109	167	220	245	408	131	217	263
ENSG00000179862	4552	782	1209	262	1748	4247	11923	543	905	1615	3845
ENSG00000179869	110	123	54	144	84	25	91	210	525	51	86
ENSG00000179873	0	26	10	20	12	2	6	50	3	2	3
ENSG00000179886	2894	1646	1007	308	946	699	1179	301	1582	2347	971
ENSG00000179889	11411	19026	5745	3024	12529	6789	6355	6269	28560	6730	7828
ENSG00000179899	155	54	218	104	35	32	57	85	18	41	165
ENSG00000179902	42	23	16	18	9	1	17	128	33	27	16
ENSG00000179909	91	205	1178	432	132	88	239	216	342	224	170
ENSG00000179912	2842	7473	2988	1387	1669	2515	3218	3384	2773	2358	1531
ENSG00000179913	6535	8165	923	720	7459	10819	6571	4296	15878	3809	2116
ENSG00000179914	1617	135	148	19	3007	12	248	104	381	31	282
ENSG00000179915	13	64	486	210	18	13	171	105	13	42	65
ENSG00000179918	27047	15778	4066	2314	15636	5112	6645	4519	11132	14301	5254
ENSG00000179919	0	0	0	2	0	0	0	1	0	0	0
ENSG00000179921	825	302	455	635	200	80	651	198	89	345	80
ENSG00000179922	499	755	465	139	330	342	919	154	651	559	434
ENSG00000179930	4	0	3	11	5	3	3	4	0	3	0
ENSG00000179933	4703	5571	2763	1349	3384	4488	3247	3694	5069	3233	3022
ENSG00000179934	50	22	16	17	40	19	44	109	6	10	32
ENSG00000179935	10	16	21	31	8	9	67	13	6	22	8
ENSG00000179938	0	0	1	2	0	0	2	1	0	0	0
ENSG00000179941	578	1025	911	541	335	639	1063	1234	489	568	625
ENSG00000179943	2524	1398	1215	394	848	1077	3098	590	1922	1445	1082
ENSG00000179950	13736	7513	5613	2465	8329	7075	6063	3859	13152	8396	5923
ENSG00000179954	2387	414	15161	3917	349	1339	2137	480	302	1109	463
ENSG00000179958	3451	4117	1200	673	3814	7768	1595	2959	2450	2251	1955
ENSG00000179965	663	797	983	198	322	217	730	246	469	1242	220
ENSG00000179967	184	221	275	130	107	1186	773	194	357	322	138
ENSG00000179978	9	60	84	49	16	9	80	53	57	36	19
ENSG00000179981	2499	2108	8577	2965	1801	619	2218	1354	1767	1787	2150
ENSG00000179988	474	250	218	78	262	100	139	363	200	406	116
ENSG00000179994	1	7	5	10	4	1	14	8	4	0	0
ENSG00000179997	2	2	2	2	0	3	3	0	0	3	0
ENSG00000180008	670	2042	1246	843	1014	962	1625	2225	3519	898	1288
ENSG00000180011	2430	3636	2508	1184	1448	1160	1850	1294	2525	1096	2366
ENSG00000180015	23	17	22	14	5	63	14	23	34	12	20
ENSG00000180016	0	0	0	1	0	0	1	1	0	0	0
ENSG00000180019	1	0	1	4	0	0	2	2	8	3	1
ENSG00000180035	1375	958	1042	331	500	1201	745	379	530	1003	484
ENSG00000180042	1	0	2	6	0	0	0	3	0	0	1
ENSG00000180043	0	0	0	3	0	1	1	0	0	0	0
ENSG00000180044	318	121	100	93	69	167	633	152	46	74	293
ENSG00000180053	1	0	0	1	0	1	3	1	0	0	0
ENSG00000180061	1597	531	110	170	1326	132	161	333	773	555	86
ENSG00000180066	37	43	7	8	14	59	3	49	34	110	41
ENSG00000180068	0	0	0	0	0	0	0	0	0	0	0
ENSG00000180071	3	389	127	13	6	40	16	164	107	182	64
ENSG00000180083	1	0	0	1	0	1	2	0	0	1	0
ENSG00000180089	29	134	113	47	103	125	224	76	285	109	47
ENSG00000180090	0	0	1	3	1	0	2	1	0	0	0
ENSG00000180096	334	1223	1994	451	1142	332	787	599	165	752	713
ENSG00000180098	915	878	1096	399	744	668	2391	682	793	644	557
ENSG00000180104	3467	3479	4634	1443	1865	4172	2983	2145	4471	2026	3725
ENSG00000180105	1	2	2	4	0	0	4	2	10	3	0
ENSG00000180113	75	155	146	72	46	29	108	605	38	42	95
ENSG00000180116	0	3	3	16	1	3	3	10	4	2	7
ENSG00000180138	3	4	8	8	4	5	6	12	8	3	6
ENSG00000180139	155	86	4108	1657	44	28	464	134	70	98	91
ENSG00000180150	0	0	2	0	0	0	0	0	0	2	1
ENSG00000180152	1	2	1	2	6	1	27	5	272	1	7
ENSG00000180155	1252	133	3836	1202	290	690	299	1225	655	839	17854
ENSG00000180172	7	36	72	23	23	40	36	14	27	34	9
ENSG00000180176	0	3	16	10	2	862	16	8	15	7	8
ENSG00000180178	232	202	44	155	148	4	138	22	351	626	22
ENSG00000180182	5531	7671	2645	3259	3861	3237	3045	7652	13264	2876	4637
ENSG00000180185	2520	4034	2015	724	835	1314	2273	1271	2188	8723	1539
ENSG00000180189	6	17	24	9	11	4	38	8	28	22	7
ENSG00000180190	590	92	684	213	49	37	122	555	87	45	279
ENSG00000180198	2928	4828	838	316	1828	3343	6020	1454	3603	3657	1693
ENSG00000180205	0	1	2	2	6	0	0	0	0	0	0
ENSG00000180209	12	2	10	6	43	26	28	21	15	137	10
ENSG00000180210	4	0	14	12	34	3	22	9	17	24	0
ENSG00000180211	128	249	495	172	224	434	248	130	128	236	149
ENSG00000180219	0	0	5	3	0	3	1	2	0	0	0
ENSG00000180221	0	2	35	14	2	6	10	38	16	5	7
ENSG00000180228	2483	3562	3719	1617	1835	1775	5137	3494	2456	3270	2147
ENSG00000180229	14	97	95	76	15	23	199	168	153	44	196
ENSG00000180230	1	5	20	5	1	3	14	3	5	8	2
ENSG00000180233	2952	4553	942	601	1879	1515	3543	1763	4647	2251	2341
ENSG00000180245	4	10	4	10	2	6	20	7	25	5	4
ENSG00000180251	2	621	20	9	3007	4	34	510	152	0	443
ENSG00000180257	592	597	336	201	230	189	936	423	1164	406	280
ENSG00000180259	0	0	7	18	0	3	4	7	1	8	0
ENSG00000180263	2451	1658	3813	1804	692	3463	6957	2962	1418	4983	1863
ENSG00000180264	0	5	6	14	5	19	19	28	9	9	19
ENSG00000180269	0	0	0	3	0	2	1	2	0	0	0
ENSG00000180279	2	1	12	1	1	11	5	10	7	16	8
ENSG00000180284	0	0	5	4	0	3	3	5	0	0	2
ENSG00000180287	2	2	104	40	1	4	4	53	9	13	2
ENSG00000180304	5325	3385	3862	1790	2866	2409	4664	2303	2497	1878	3027
ENSG00000180305	0	0	0	4	1	1	2	0	0	5	0
ENSG00000180316	11	2	2	9	56	9	37	24	18	272	6
ENSG00000180318	701	3	1	1	5	3	71	105	0	10	0
ENSG00000180329	1349	2551	967	482	1019	1401	1763	1323	2434	2009	1023
ENSG00000180332	0	0	23	31	0	5	6	1	1	1	3
ENSG00000180336	142	31	39	32	22	24	46	100	42	82	13
ENSG00000180340	3288	261	398	114	200	790	2276	143	186	451	310
ENSG00000180346	1084	911	268	177	354	567	988	316	1080	580	259
ENSG00000180347	13	78	1	47	157	7	89	19	41	3	8
ENSG00000180353	1259	2180	2649	852	2091	872	1845	2709	696	624	1689
ENSG00000180354	456	663	6121	1748	899	1314	1722	1473	4524	309	894
ENSG00000180357	3765	4104	3908	1430	3028	2674	4736	3262	4666	2169	3522
ENSG00000180370	6762	9871	6291	2928	5699	7420	9838	10882	11105	10483	7002
ENSG00000180376	173	1364	1079	431	215	184	924	1687	600	1109	346
ENSG00000180383	0	1	8	18	4	1	2	5	1	3	1
ENSG00000180385	103	363	313	115	114	234	708	342	354	245	165
ENSG00000180386	0	0	0	1	0	1	0	0	0	0	0
ENSG00000180389	92	154	182	129	61	121	162	76	134	127	76
ENSG00000180398	4116	5631	6497	2649	4398	4219	9177	6755	11767	5093	7383
ENSG00000180409	0	0	0	5	0	2	0	10	0	1	0
ENSG00000180422	1	0	16	12	2	7	28	25	28	19	0
ENSG00000180423	633	273	145	75	266	116	389	203	316	170	214
ENSG00000180424	0	1	1	1	0	0	1	4	0	7	0
ENSG00000180425	484	679	314	158	231	153	451	1163	304	547	167
ENSG00000180432	8	0	10	5	4	8	11	9	1	5	7
ENSG00000180433	0	0	0	2	0	0	0	0	0	0	0
ENSG00000180437	0	0	0	3	0	0	2	0	0	0	0
ENSG00000180438	21	19	92	22	36	244	17	709	263	12	1077
ENSG00000180440	1	0	9	7	2	6	6	3	1	6	0
ENSG00000180447	618	121	4498	697	118	1494	823	313	34	453	196
ENSG00000180448	1792	4203	4059	1211	2585	2615	5123	2094	816	1213	2223
ENSG00000180458	0	13	13	6	1	0	6	9	2	7	0
ENSG00000180475	0	37	0	1	0	3	0	1	0	0	0
ENSG00000180479	91	465	478	182	92	22	198	288	207	182	147
ENSG00000180481	57	57	90	63	10	11	64	76	29	33	34
ENSG00000180483	0	1	1	5	0	1	1	6	0	1	0
ENSG00000180488	1576	3223	2336	832	893	852	2636	1279	2458	1220	958
ENSG00000180509	6	23	30	14	7	2	21	56	17	5	3
ENSG00000180525	70	828	1183	273	1424	258	1427	1457	4160	845	434
ENSG00000180530	2583	4185	1634	1381	1770	1738	1877	3549	3446	1305	3779
ENSG00000180532	0	12	18	24	20	5	6	17	58	78	4
ENSG00000180535	36	195	7	20	527	186	105	95	50	273	52
ENSG00000180537	14	1	13	71	8	11	22	7	3	8	24
ENSG00000180539	8	35	63	25	19	8	46	43	17	27	14
ENSG00000180543	2838	708	2226	656	1408	128	572	2793	103	179	229
ENSG00000180549	11	8	15	3	16	19	22	8	1	6	29
ENSG00000180573	4682	1157	701	581	1399	749	3970	1871	7984	479	2145
ENSG00000180574	80	91	191	178	52	53	90	76	140	97	54
ENSG00000180581	55	36	66	42	32	17	94	49	61	49	42
ENSG00000180592	21	12	195	122	9	8	249	64	11	18	33
ENSG00000180596	622	89	27	36	200	93	327	204	650	54	356
ENSG00000180610	21	31	87	8	11	9	127	9	58	25	25
ENSG00000180611	1100	334	342	503	186	391	527	895	123	248	250
ENSG00000180613	0	0	5	4	0	6	2	1	1	1	0
ENSG00000180616	700	100	309	91	63	153	618	225	209	64	139
ENSG00000180626	104	268	505	150	122	157	494	189	337	188	126
ENSG00000180628	5750	11062	6176	3122	3355	3053	4259	9374	10821	9280	3476
ENSG00000180638	12	22	44	42	13	7	62	45	26	10	89
ENSG00000180644	267	1350	151	137	617	391	303	946	328	110	680
ENSG00000180658	0	0	5	5	0	0	0	4	1	0	0
ENSG00000180660	10	7	71	24	4	4	47	6	9	26	5
ENSG00000180662	0	17	24	19	4	3	9	22	7	10	3
ENSG00000180663	0	0	0	1	0	2	0	0	0	0	0
ENSG00000180667	966	1945	783	304	716	322	3089	1884	2009	543	4057
ENSG00000180673	6	3	12	10	4	7	6	12	19	0	23
ENSG00000180694	1760	1307	1859	778	543	643	1505	1675	1215	204	1272
ENSG00000180697	10	0	0	5	0	3	0	2	0	4	0
ENSG00000180708	0	0	2	0	0	0	2	18	0	2	0
ENSG00000180712	6	50	10	2	36	10	7	20	54	11	12
ENSG00000180714	0	2	4	6	0	2	0	9	0	0	0
ENSG00000180720	46	27	31	5	26	34	29	4	8	19	8
ENSG00000180723	0	0	1	10	0	2	1	0	0	0	0
ENSG00000180730	917	88	1159	250	152	32	452	179	134	449	82
ENSG00000180739	206	66	32	36	35	65	261	67	31	25	510
ENSG00000180745	2017	1570	182	272	1639	24	7	6346	2728	3724	99
ENSG00000180747	217	105	810	146	167	244	369	188	322	209	206
ENSG00000180758	1074	794	792	325	1516	759	1273	1224	1373	688	4986
ENSG00000180764	103	41	137	35	54	70	225	81	180	70	70
ENSG00000180767	5593	121	55	30	730	65	51	62	6	147	27
ENSG00000180769	167	91	232	86	70	136	189	90	74	64	59
ENSG00000180770	0	0	0	5	0	1	0	2	0	0	0
ENSG00000180772	0	1	8	3	0	6	2	0	7	0	6
ENSG00000180773	771	799	1365	628	405	166	1332	947	2243	600	526
ENSG00000180776	5270	13992	4079	3189	6751	4120	10970	11035	12204	2375	7963
ENSG00000180777	0	2	0	42	0	0	1	10	4	6	0
ENSG00000180785	62	30	43	73	12	58	197	79	115	71	19
ENSG00000180787	552	1287	764	495	470	42	817	771	110	71	427
ENSG00000180801	2165	654	424	455	112	636	385	548	571	315	534
ENSG00000180803	0	0	0	3	0	0	2	0	0	0	0
ENSG00000180806	90	280	127	6	114	463	318	90	252	451	64
ENSG00000180815	4	1	9	19	8	17	6	60	11	33	2
ENSG00000180817	4349	18721	5717	3130	11224	8180	26859	13719	12646	11998	7373
ENSG00000180818	2654	27	171	12	972	2657	853	178	2893	4115	557
ENSG00000180822	432	739	834	336	387	758	869	745	1188	813	556
ENSG00000180828	46	44	163	100	48	22	193	39	7	26	52
ENSG00000180834	76	184	118	41	60	296	175	65	72	328	133
ENSG00000180846	4	0	29	2	6	7	14	4	4	3	9
ENSG00000180855	152	362	159	115	97	96	206	375	181	154	155
ENSG00000180861	9	941	269	91	421	277	92	1351	1143	94	610
ENSG00000180867	724	505	523	218	683	175	1869	305	1879	340	336
ENSG00000180869	7	0	1	41	1	6	7	0	0	0	0
ENSG00000180871	28	105	3	22	191	75	36	1003	79	64	3583
ENSG00000180872	0	0	0	0	0	1	0	0	0	0	0
ENSG00000180875	243	107	3185	1530	324	9	102	297	80	445	971
ENSG00000180878	5	11	10	7	12	5	8	15	32	5	2
ENSG00000180879	9722	13801	4666	3781	18960	13213	17152	8441	20663	16666	7253
ENSG00000180881	254	1245	325	197	89	142	257	406	319	120	90
ENSG00000180884	629	541	442	169	696	293	1117	370	375	193	226
ENSG00000180891	8713	1667	4002	1547	1301	2701	2074	1774	2481	1519	2527
ENSG00000180900	11815	8595	6150	2847	6256	8284	12375	2147	14787	6607	12803
ENSG00000180901	4475	2257	3763	989	2661	2166	3785	1682	2970	1085	2214
ENSG00000180902	1237	1496	1454	226	1531	916	2190	781	1771	574	1147
ENSG00000180909	0	1	0	1	0	0	0	0	1	0	0
ENSG00000180910	0	0	0	1	0	0	0	0	0	0	0
ENSG00000180913	0	0	0	2	0	0	0	8	0	0	0
ENSG00000180914	198	107	46	171	72	27	290	203	30	118	25
ENSG00000180917	3338	3118	1372	824	567	939	1546	2116	3482	760	1980
ENSG00000180919	1	2	1	6	0	0	1	2	0	5	0
ENSG00000180921	30329	16282	4376	2503	15083	13566	23541	6612	42905	15371	26004
ENSG00000180926	0	0	0	4	0	1	2	7	1	0	1
ENSG00000180929	3	8	87	18	22	4	11	34	11	9	8
ENSG00000180934	0	0	0	3	0	1	0	0	0	2	0
ENSG00000180938	135	32	83	73	73	59	100	170	177	89	52
ENSG00000180953	61	146	131	70	46	120	412	342	149	256	80
ENSG00000180957	5008	6883	5186	2008	1447	2713	3946	5665	4517	3221	4839
ENSG00000180964	2379	3361	2797	983	1539	1068	3355	2262	2748	1480	1805
ENSG00000180974	0	0	0	4	0	3	0	0	0	0	0
ENSG00000180979	886	2504	1467	787	1266	728	2823	933	1537	920	846
ENSG00000180988	0	0	4	3	1	1	0	0	0	1	0
ENSG00000180992	1874	3122	1046	557	3405	3540	3682	2143	3529	2457	1643
ENSG00000180998	88	54	38	49	82	31	102	165	93	32	54
ENSG00000180999	2	5	7	14	3	2	4	6	1	11	1
ENSG00000181001	0	0	0	2	0	1	0	0	0	0	0
ENSG00000181004	324	408	248	162	134	247	424	462	344	287	141
ENSG00000181007	89	275	568	205	134	73	412	340	32	90	101
ENSG00000181009	0	0	0	1	0	0	0	1	0	0	0
ENSG00000181016	28	64	42	57	12	47	60	81	201	77	20
ENSG00000181017	0	0	0	0	1	1	0	0	0	0	0
ENSG00000181019	13138	11660	3037	898	29592	5079	76565	12130	38482	25805	5819
ENSG00000181023	0	0	9	4	0	0	0	2	0	0	0
ENSG00000181026	1894	3111	1014	475	2796	1457	1366	2071	3376	1241	1785
ENSG00000181027	1287	860	1168	410	571	634	1417	559	985	459	841
ENSG00000181029	209	339	351	76	185	415	405	246	244	288	280
ENSG00000181031	631	644	328	171	943	1767	911	526	1678	774	813
ENSG00000181035	368	529	1394	238	784	266	334	244	277	427	475
ENSG00000181036	22	120	24	27	91	17	101	112	18	4	78
ENSG00000181038	1266	1827	1105	416	2282	2247	1273	902	1875	976	786
ENSG00000181045	2088	872	1054	300	2003	270	804	336	823	1017	606
ENSG00000181061	4470	4560	6367	1726	3044	2002	3679	3213	3954	2302	4442
ENSG00000181072	321	86	7369	1908	17	12	44	12	1	163	1
ENSG00000181074	1	16	41	19	3	4	2	2	3	2	10
ENSG00000181085	661	82	117	149	123	157	260	99	1619	800	64
ENSG00000181090	3773	5940	4558	1732	3331	3199	4837	3409	5930	2567	3876
ENSG00000181092	0	15	24	1	0	40	176	17	1	0	0
ENSG00000181097	32	38	115	25	20	27	92	11	68	93	14
ENSG00000181101	2	2	2	2	33	2	9	7	5	1	3
ENSG00000181104	5775	5138	1897	4948	2321	2001	13675	8118	3272	1804	3487
ENSG00000181109	0	7	8	1	0	0	3	1	0	3	0
ENSG00000181123	2	0	2	3	2	7	14	33	0	1	0
ENSG00000181126	48	338	14	11	138	478	69	263	75	89	51
ENSG00000181135	1010	518	563	200	608	577	1257	252	1280	839	415
ENSG00000181143	3	456	26	120	846	5152	48	358	165	97	62
ENSG00000181163	13201	38777	20506	4923	16557	28434	18592	26739	18893	24854	16861
ENSG00000181171	0	14	14	3	1	1	3	3	69	2	3
ENSG00000181191	1311	1461	1386	591	1341	1934	1790	783	1760	446	1066
ENSG00000181192	2117	3213	1939	538	1199	1803	4708	2101	3491	1100	1671
