TCGA.G2.A2EK	TCGA.BT.A20N	TCGA.FD.A3SJ	TCGA.G2.AA3C	TCGA.DK.A1A7	TCGA.UY.A78L	TCGA.FD.A3SO	TCGA.XF.A9SV	TCGA.DK.A3WX	TCGA.G2.A3IE	TCGA.GV.A40E	TCGA.G2.A2EJ	TCGA.DK.AA6S	TCGA.DK.A3IV	TCGA.FD.A3SQ	TCGA.ZF.AA5H	TCGA.G2.A3IB	TCGA.DK.AA6P	TCGA.XF.A9SU	TCGA.FJ.A871
ENSG00000008294	5124	6159	8025	1493	3394	6897	5992	2268	7557	1923	6232	7592	3014	7299	4889	10174	7156	3065	1634	2341
ENSG00000008300	277	2103	385	766	895	1379	3186	150	405	140	1261	68	2146	7869	721	2798	154	1113	419	135
ENSG00000008311	387	40	243	167	90	97	60	85	87	65	54	559	157	562	235	381	168	186	34	539
ENSG00000008323	2047	3243	5690	31	2945	2496	1246	1096	231	3928	4233	1597	273	7065	1249	2112	1711	3501	3239	142
ENSG00000008324	972	806	3452	998	1541	1062	781	584	619	2570	1299	482	941	1605	671	909	468	1151	1382	1543
ENSG00000008382	1610	818	1447	580	675	2319	583	693	602	3130	583	454	931	1728	1721	906	465	921	2272	1299
ENSG00000008394	17435	36003	12635	19574	3508	20906	22620	5669	11341	13892	8695	10924	1168	13011	6203	13606	16833	6025	10521	460
ENSG00000008405	740	604	1039	393	731	1096	609	451	1135	455	690	1185	958	2183	850	1453	1010	633	315	789
ENSG00000008438	0	0	3	1	5	1	0	0	12	6	0	2	3	8	2	0	2	2	2	1
ENSG00000008441	3457	1135	3930	1239	530	1100	3883	722	1837	667	856	1597	2211	3247	5667	1777	1926	1581	920	858
ENSG00000008513	22093	5492	3699	2139	3036	2442	2483	1069	7260	22511	2587	2046	2403	6092	2995	5727	2116	11514	2760	708
ENSG00000008516	116	38	81	17	75	276	658	54	1442	82	276	147	97	739	71	440	312	27	122	1299
ENSG00000008517	726	392	1000	3747	484	40104	4229	447	6053	671	14930	9257	5032	4328	3234	10921	567	124	2528	2644
ENSG00000008710	3425	1551	4252	2826	1329	2266	3163	526	3042	2343	2635	2416	2799	2824	4880	1985	4124	2027	2059	4559
ENSG00000008735	165	598	53	25	328	775	549	76	534	29	1499	32	299	679	1654	489	207	37	161	289
ENSG00000008838	4154	1430	10927	2580	5342	3031	5793	1793	5517	4921	5692	9881	3719	8821	6591	6403	3778	3865	2788	6084
ENSG00000008853	3371	4438	1128	553	521	711	5962	1335	1809	1609	1091	591	749	1248	1951	1550	570	1792	1372	2434
ENSG00000008869	2673	1730	2163	275	1269	1061	1664	573	1808	2670	941	1870	948	1868	1967	1612	2057	2254	536	567
ENSG00000008952	9313	8027	9550	2678	8632	7095	5482	2338	3901	5949	5431	10368	4788	9605	7261	10605	6295	4701	3638	3363
ENSG00000008988	47890	35321	53703	51613	67515	41434	33536	24477	29095	54750	38663	37110	21171	31615	43610	55050	34547	30278	61534	60862
ENSG00000009307	37382	31263	92418	13633	16381	31935	33179	13176	11284	34570	18955	34980	22549	37003	27817	46001	40165	24187	17760	23252
ENSG00000009335	5503	5073	7291	2720	2860	6155	8491	2351	8591	4382	8415	7949	3608	8914	4636	10065	8129	4272	2363	4537
ENSG00000009413	1333	629	1244	322	387	627	1861	347	1697	618	560	1500	571	1959	1319	1003	650	375	247	436
ENSG00000009694	49	65	145	273	37	1315	2	2	24	0	72	332	232	42	6	10	22	43	3	4
ENSG00000009709	24	0	24	0	26	1	0	0	0	6	0	0	52	0	1	0	0	7	2	24
ENSG00000009724	233	14	40	1	54	4	18	18	46	128	30	16	48	133	51	30	37	121	3	20
ENSG00000009765	903	1	56	37	23	6	3	221	18	77	8	23	225	221	13	0	132	123	35	6
ENSG00000009780	1125	674	1872	312	562	719	397	279	424	1264	736	837	539	1432	978	995	607	457	415	528
ENSG00000009790	471	75	201	81	145	72	583	33	400	97	168	578	254	1179	260	420	75	54	139	32
ENSG00000009830	1394	843	1474	1140	784	1564	1525	430	2612	755	2707	1496	627	1140	1079	2923	1771	1009	1025	2878
ENSG00000009844	3816	2853	5270	1396	2549	2259	3172	1744	4167	2954	5924	5462	1754	4662	1408	2615	4366	1666	1297	1801
ENSG00000009950	27	214	113	26	31	4	3	13	0	16	428	5	22	68	11	10	123	23	101	105
ENSG00000009954	5443	7204	8460	3073	4287	5521	8578	2343	6905	3879	8957	7531	4673	11421	5140	9574	5966	5761	3188	7072
ENSG00000010017	3277	3565	9584	841	2131	3709	2847	1449	2799	2364	5769	3277	2272	6282	2985	4438	4113	2204	1195	1957
ENSG00000010030	491	66	429	177	200	271	1071	179	618	224	1773	1968	747	3357	742	2242	302	63	332	237
ENSG00000010072	785	484	1160	313	600	483	1277	189	803	569	580	1000	445	1103	827	416	840	562	258	453
ENSG00000010165	2589	2457	12672	1676	812	2028	4065	712	3302	1068	2471	2667	2281	3504	1824	3852	2621	2621	926	3161
ENSG00000010219	181	607	757	1209	239	881	632	477	753	917	1442	496	608	850	709	873	731	475	847	2158
ENSG00000010244	10668	4536	13421	4329	6937	6575	9889	3679	11293	7209	9487	15934	6139	13716	7330	9235	10014	6619	4414	7567
ENSG00000010256	10959	8109	13117	14154	8647	15548	14804	5610	8304	13424	13419	8881	5605	11831	10832	12694	9635	5989	7628	20437
ENSG00000010270	1078	1960	1736	1259	719	998	1134	476	1222	1243	2681	1452	1232	1095	1429	8189	969	1285	1158	2685
ENSG00000010278	34714	59555	42838	2567	20518	19579	13297	19438	15962	25373	27789	28072	33967	45485	18563	15869	40894	42020	13530	5219
ENSG00000010282	0	0	3	2	0	2	0	1	0	1	1	0	10	3	0	1	0	0	0	0
ENSG00000010292	4446	10921	13061	4196	3661	8455	13062	1953	9621	4221	9952	9330	3591	11569	2689	12395	10655	5472	3240	7266
ENSG00000010295	273	70	602	1013	171	258	384	142	531	182	426	130	495	506	683	575	104	237	352	230
ENSG00000010310	321	8	39	9	33	99	7	64	38	279	216	77	120	366	229	51	91	109	55	104
ENSG00000010318	196	181	209	70	102	161	221	129	91	203	174	85	151	459	272	156	109	58	66	125
ENSG00000010319	516	142	508	103	449	122	340	129	264	371	72	43	166	260	591	310	80	414	342	673
ENSG00000010322	10086	3446	5411	6015	2919	2420	3452	2298	3093	13373	4203	1702	4141	8920	7888	2876	2186	6089	2042	9754
ENSG00000010327	1599	695	4110	43450	672	1337	4277	991	3896	1676	3963	603	2029	2204	4206	1873	831	660	3207	1136
ENSG00000010361	918	666	2849	505	1274	60	355	288	491	1673	312	382	217	2025	1289	784	147	696	881	2237
ENSG00000010379	2	1	3	10	24	2	0	1	10	3	5	57	3	11	4	1	1	40	2	7
ENSG00000010404	4619	1710	4263	1454	2304	4164	2022	2437	2102	4907	4503	4104	10450	7390	5734	6852	4163	3498	1998	2008
ENSG00000010438	435	1037	370	841	27	808	26	6	348	357	777	797	4	767	205	12970	1886	44	146	916
ENSG00000010539	1091	306	840	550	396	1353	1038	267	1174	435	1019	1371	416	734	536	518	537	500	333	539
ENSG00000010610	1982	160	1550	8724	636	593	2454	361	1666	1067	846	519	1305	3305	1809	3540	400	359	948	195
ENSG00000010626	431	452	477	861	516	819	183	176	248	492	673	200	416	402	467	699	319	185	321	749
ENSG00000010671	247	26	266	1135	139	101	288	51	250	61	128	56	133	537	274	389	46	27	141	37
ENSG00000010704	1504	516	745	891	75	653	521	220	592	796	956	887	561	1278	1219	815	790	309	379	477
ENSG00000010803	4566	819	5132	1142	1110	1718	2034	833	1421	2714	1086	1308	671	3360	3044	3412	655	2720	1047	1279
ENSG00000010810	608	531	2070	550	1186	2501	5567	446	1341	896	1957	583	1382	1898	1344	1317	228	489	1103	18272
ENSG00000010818	2181	3894	3175	566	1153	1613	5068	1270	3226	3760	3818	5640	1073	4305	2117	3611	2687	970	687	1287
ENSG00000010932	28	116	125	4	20	362	78	23	67	6	328	22	172	14	168	436	11	7	79	7
ENSG00000011007	3914	4346	8054	3289	7369	3019	2784	1561	4846	3576	3636	6139	1787	5909	2556	4623	4982	5218	2104	3169
ENSG00000011009	7295	3802	16297	6860	11771	4673	2958	2951	4961	12604	7257	6657	4262	6857	6833	10319	7166	3933	10291	10206
ENSG00000011021	821	513	1852	593	636	817	618	274	865	1101	693	490	755	1647	1193	1093	1130	593	361	796
ENSG00000011028	3584	3095	4832	12031	1893	4499	5997	2704	11948	1227	13706	1892	9159	1042	13358	3239	1109	1307	4501	32192
ENSG00000011052	62	105	68	63	250	40	15	25	23	67	310	61	29	39	63	21	31	24	63	101
ENSG00000011083	4	2	9	7	0	36	66	2	13	3	16	24	17	25	16	8	0	0	4	3
ENSG00000011105	5217	1177	3205	2719	1392	1478	17334	608	3659	3038	2294	1562	6615	4367	6594	3530	2599	1004	2101	4085
ENSG00000011114	3727	3093	3016	682	1768	1159	2540	1154	3288	2280	1461	2815	982	4922	2269	4523	3053	2350	727	1382
ENSG00000011132	879	513	718	2688	611	1042	573	292	753	958	788	1024	1164	2103	1163	917	498	871	817	2893
ENSG00000011143	927	551	2004	622	1514	1292	655	466	1204	471	1110	834	552	1784	1003	1324	941	496	602	1675
ENSG00000011198	1102	2222	879	513	818	1141	1331	831	594	1594	802	1010	638	2370	837	1469	1237	1572	941	364
ENSG00000011201	50	185	117	44	43	158	595	195	702	24	37	17	719	90	715	162	60	21	137	87
ENSG00000011243	3479	2672	5015	1131	3670	2354	4819	1334	1440	2686	2658	2854	2448	5007	2653	1739	2342	2853	1995	3340
ENSG00000011258	2506	1319	3459	234	1846	758	770	839	848	2191	967	791	1374	3124	1201	1235	1004	2296	551	402
ENSG00000011260	2253	2213	4523	1416	1951	2977	1893	870	3172	1454	3509	3252	1395	2623	1493	4170	2679	1932	1544	2932
ENSG00000011275	2907	3337	3505	2181	2061	3094	2877	617	3158	1912	3916	2494	2845	3485	2719	2689	2765	3232	1793	4131
ENSG00000011295	3489	1018	2245	1390	577	1313	1016	1103	1300	2093	2262	574	1130	2703	1189	3048	1479	1358	1022	1341
ENSG00000011304	18791	16058	21501	11683	15160	20686	16886	8114	16875	13249	17387	30361	10089	28264	11885	23655	18280	13591	11550	22814
ENSG00000011332	32	82	132	53	74	28	11	10	194	28	35	90	19	85	17	191	734	18	22	430
ENSG00000011347	6324	634	6635	370	2225	1081	396	501	957	3208	875	643	1142	4069	2410	168	2029	409	377	604
ENSG00000011376	2285	1420	1378	623	932	945	1407	774	1471	1527	1502	886	928	2426	1661	1204	1451	961	506	1754
ENSG00000011405	3100	1275	2445	657	1096	3112	2775	735	3972	1885	1689	2795	1277	5854	2299	2696	2366	1772	526	751
ENSG00000011422	364	787	1681	3609	472	7072	9354	641	8191	254	10573	7442	3684	1169	2099	7838	2585	382	2096	9214
ENSG00000011426	973	8872	3061	2232	1681	6916	6621	1252	9286	867	8310	8906	771	2424	651	16780	7188	1863	1334	2137
ENSG00000011451	4134	2813	8010	1215	3448	3806	4164	1403	2747	2835	2914	4921	4155	6298	4251	2261	4520	3741	3070	4400
ENSG00000011454	529	2576	7279	854	4124	3237	3836	1790	2319	3670	3112	6762	2836	6740	2884	4947	4918	2124	1441	1983
ENSG00000011465	8486	5259	20214	111	4950	12077	15882	16703	16626	3339	14053	1970	21034	3221	41143	13969	1471	2089	15154	2862
ENSG00000011478	929	766	2780	1032	1035	2121	281	433	764	2623	629	412	382	1125	706	850	652	688	1012	1697
ENSG00000011485	2949	2642	7120	2884	3695	2965	1890	1512	4719	4331	3648	3892	1840	6293	2884	4626	3426	3165	2335	6255
ENSG00000011523	2345	902	4970	475	980	684	1063	318	764	1192	878	533	2099	1413	1393	783	736	2312	604	823
ENSG00000011566	2786	3873	3395	349	2664	981	1793	1075	1703	3001	2469	2075	1435	1761	1930	2004	1309	3430	1425	412
ENSG00000011590	45	49	31	7	28	14	25	6	58	15	28	251	31	148	41	50	15	8	40	11
ENSG00000011600	408	242	1871	14151	366	982	2371	407	2041	502	1195	616	1262	1774	2032	2814	565	190	1387	298
ENSG00000011638	4515	3053	5050	438	3279	3740	2112	1265	992	6703	3582	9418	2023	12912	3683	2178	4708	2465	3004	486
ENSG00000011677	715	0	125	294	173	269	2	47	114	183	245	652	449	10	8	730	135	204	35	6
ENSG00000012048	650	1421	3897	821	1076	1703	2034	454	2789	335	3274	1578	873	3180	520	2841	1933	908	536	918
ENSG00000012061	2364	1928	8652	4468	2314	2732	1463	995	2319	2341	3052	1766	1553	2573	3180	2726	2704	1627	2624	9521
ENSG00000012124	562	5	370	5	545	22	78	24	71	61	27	120	29	897	286	100	26	9	112	12
ENSG00000012171	774	95	355	27	313	904	2049	1257	293	206	10325	58	346	1540	820	15614	171	121	322	2941
ENSG00000012174	1169	1416	870	434	515	1916	1404	480	2055	741	3257	997	693	1473	1110	1194	990	591	521	690
ENSG00000012211	974	830	708	312	525	1351	876	416	1512	1784	1011	2696	560	1239	1181	711	1983	1517	562	594
ENSG00000012223	7589	1	1465	2252	239	121829	68	33	485	25	27	9	120	2436	1537	124	1	6	190	36
ENSG00000012232	1904	5909	1855	1256	735	2335	2022	481	6645	3420	3233	8188	1721	2039	2480	2047	6842	1261	1455	3857
ENSG00000012504	234	6	1309	0	47	0	0	0	1	216	1	4	1	275	53	2	2	1414	141	13
ENSG00000012660	2169	7044	3979	2576	965	2630	5345	876	4278	375	3416	4766	2320	3928	2360	9384	4672	1125	986	2670
ENSG00000012779	13589	2422	2295	1946	645	2918	868	641	1145	11712	1546	62	2272	7973	5116	2289	167	1853	3596	326
ENSG00000012817	4134	2109	986	270	2	1455	1673	1231	0	2816	1007	0	2179	5212	3451	3	3365	0	0	150
ENSG00000012822	5002	728	6014	1262	1493	1731	2091	1428	1262	5075	2260	3145	4667	6411	4287	2989	2156	2916	1688	4812
ENSG00000012963	2163	1985	2386	1623	1300	2164	2740	894	2719	966	2240	2304	922	5821	1951	4429	2492	1244	1008	2129
ENSG00000012983	3017	2731	3458	610	2117	2116	2869	1390	3594	3552	2273	2925	1446	4104	2362	4544	3926	2559	881	1082
ENSG00000013016	1448	1332	1745	123	1609	590	549	574	565	1620	626	237	1037	940	1682	485	2504	1803	359	1157
ENSG00000013275	4605	6675	26576	6945	11289	8616	2876	2237	7103	3264	5892	8159	3584	7527	5232	6655	7205	3544	5887	9911
ENSG00000013288	3956	2478	3880	2751	1492	3454	1877	1965	2438	5147	2392	4264	3016	5595	4106	7935	2141	4143	1728	3325
ENSG00000013293	3	0	2	0	1	0	0	1	0	1	1	0	0	3	3	0	0	0	1	0
ENSG00000013297	414	20	903	28	194	19	15	459	49	684	31	63	276	98	1289	57	53	131	285	190
ENSG00000013306	8981	7602	20346	10666	12258	31172	13304	3793	23117	8688	22224	12261	7336	11402	10371	23846	14956	9236	8310	11168
ENSG00000013364	16317	4053	15307	37931	12060	12329	11234	4787	10533	22459	13530	23828	11961	42751	17537	21194	11592	8962	9867	34404
ENSG00000013374	3603	1693	5970	2049	2225	3059	4252	1858	4303	3506	7484	6081	4245	6835	4206	5731	2684	1662	2548	2806
ENSG00000013375	2061	1638	1768	1553	1679	1994	2171	1032	3657	1829	3035	2738	1491	3293	1172	3168	3687	689	1045	1824
ENSG00000013392	584	174	274	189	262	154	113	172	306	369	350	313	293	556	333	290	245	125	264	379
ENSG00000013441	4629	1999	1942	1425	2337	4340	3052	1633	2779	7867	2650	3891	2661	4592	3667	4099	3331	3801	1472	2391
ENSG00000013503	1238	687	725	370	319	862	459	596	1266	568	1037	1655	335	1346	628	637	1295	531	395	679
ENSG00000013523	2913	1357	2443	431	806	921	1345	420	1156	1026	1312	1802	743	2723	1012	1304	995	953	479	1150
ENSG00000013561	3415	1508	3970	1211	2063	2249	1454	838	1585	1416	1863	2404	1713	2603	2701	1867	1073	2708	1303	2032
ENSG00000013563	1490	470	673	553	232	1077	960	468	1170	1794	1879	1296	989	1362	1670	1468	1615	576	513	887
ENSG00000013573	663	1941	3176	1033	4212	932	2600	1278	1961	1599	4543	1152	877	4602	732	1972	1854	1387	1063	2296
ENSG00000013583	3403	3557	3414	2758	2722	2719	1940	999	1788	3544	2534	1328	1756	3334	2085	4086	3764	1853	2007	2121
ENSG00000013588	8649	17200	2885	717	7867	20441	27555	8450	15817	1488	22939	22379	3723	19487	4234	36280	18804	5558	5835	3061
ENSG00000013619	179	33	121	374	80	1536	2221	33	1246	61	209	35	225	57	142	494	630	31	73	361
ENSG00000013725	469	28	344	56	243	84	187	26	716	148	428	116	423	1366	190	856	225	73	228	110
ENSG00000013810	1981	4369	6871	10278	2560	9232	4230	1302	7932	2224	6086	7460	2202	4145	1817	10355	3678	3172	3521	9473
ENSG00000014123	3511	1781	2973	641	14752	1192	1973	1560	2543	1691	1526	3031	1115	3859	1373	1855	2271	1015	713	610
ENSG00000014138	1043	1768	2693	2256	741	1961	1375	469	2025	966	2314	1483	683	2795	864	2439	2452	491	1283	3031
ENSG00000014164	2979	1251	6303	1000	1760	1866	2112	818	2550	3012	1588	1963	1231	2582	2542	3455	2613	1569	924	1825
ENSG00000014216	38149	18870	45498	7816	13795	20146	24983	8912	32185	36372	16788	45681	11670	45370	28892	22822	61901	18617	20241	14333
ENSG00000014257	483	22	28	73	63	278	544	592	73	45	166	635	61	481	176	131	397	47	211	75
ENSG00000014641	7728	9245	22093	5417	7000	8408	6061	1931	5779	5093	8868	8003	5745	5102	6303	6022	6534	6638	3888	7747
ENSG00000014824	4246	1704	5177	978	1253	3219	1666	2119	2955	3497	3186	2823	1831	3275	2512	4656	1586	2197	1486	2580
ENSG00000014914	1823	930	498	402	461	1050	1033	409	1610	1465	1261	866	593	1474	1769	2658	503	462	520	1270
ENSG00000014919	1671	1944	2167	1209	1045	1714	1659	857	1614	1622	1499	2644	866	1872	2196	3069	2527	1136	1074	2038
ENSG00000015133	2574	1771	5507	138	1273	765	2747	317	4791	1886	1601	1841	1284	5220	2136	493	2685	2773	830	582
ENSG00000015153	796	1056	807	271	397	516	444	443	644	697	756	777	705	729	533	566	549	853	465	584
ENSG00000015171	5752	6183	11015	1035	3047	5471	1704	1637	3457	4331	3955	1686	2966	9523	4520	5367	3398	4230	1618	2127
ENSG00000015285	438	63	349	2703	282	161	468	69	915	232	257	170	367	1006	610	671	108	165	413	114
ENSG00000015413	138	4	72	17	22	16	99	64	10	1	2	1	8	8	72	19	7	1	149	6
ENSG00000015475	2446	2323	1699	3912	3236	2157	922	1280	2401	18957	6882	5995	1437	2625	2238	1196	2170	2147	3193	3468
ENSG00000015479	504	161	220	24	80	168	175	81	158	193	99	208	171	595	293	173	95	200	14	52
ENSG00000015520	18	18	15	2	2	23	14	12	3	7	0	1	10	14	12	287	12	19	2	8
ENSG00000015532	3609	2025	3041	2252	2201	2779	2140	965	2926	2099	5949	3862	3060	2319	5057	3985	1897	2734	2243	4182
ENSG00000015568	2	1	0	0	1	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0
ENSG00000015592	2	2	6	0	0	4	0	0	0	0	1	0	1	0	4	2	1	0	3	10
ENSG00000015676	6576	7364	7424	2965	1980	5025	4359	2185	7285	5906	10351	6244	4220	7093	6538	23423	5013	4946	4842	6791
ENSG00000016082	24	0	5	9	3	0	1	5	0	36	0	324	30	12	3	2	0	9	1	13
ENSG00000016391	1516	412	459	9	248	97	42	106	50	489	69	1	990	2656	810	38	9	211	87	157
ENSG00000016402	2644	1400	983	0	973	1019	1784	1751	933	988	494	719	319	1585	1698	618	1981	520	1624	62
ENSG00000016490	2	0	1	0	1	0	0	0	2	1	2	0	1	0	0	0	0	1	0	0
ENSG00000016602	2372	91	139	3	2425	0	13	438	20	906	0	230	9	327	247	14	421	5178	37	103
ENSG00000016864	9719	2702	2632	1681	2025	2027	1837	2821	1402	7504	4930	1163	2984	4740	4042	3826	1007	2660	1967	4092
ENSG00000017260	7107	12242	8457	1774	5590	12354	5647	3713	5244	6568	5001	10092	6392	9191	5616	8907	4147	6269	3584	2079
ENSG00000017427	50	2	94	58	26	9	20	153	12	22	1	3	145	34	109	12	0	4	213	8
ENSG00000017483	150	3054	612	304	82	559	417	263	1125	604	6816	158	688	200	530	5706	13111	123	500	22479
ENSG00000017797	27132	6775	54052	1781	9877	8807	9150	8026	5147	13223	3884	6771	3708	28734	11402	25641	6806	37930	4813	5097
ENSG00000018189	1914	972	1446	618	984	1588	841	636	1779	1080	1042	1653	1014	2777	1248	1819	562	958	423	1236
ENSG00000018236	560	3793	1807	0	87	27	7	334	233	14	71	200	885	33	1823	84	6730	10	241	33
ENSG00000018280	64	232	670	2110	118	640	1075	151	1460	182	1791	331	1384	230	690	642	344	65	627	170
ENSG00000018408	1991	1469	4971	3745	1192	2066	2302	637	2331	955	1101	7900	2281	2903	4097	2803	2624	535	1900	1400
ENSG00000018510	3146	4692	2995	1547	1468	2694	3707	1062	4795	1458	2270	4589	2179	2806	1791	3250	4159	1764	1057	998
ENSG00000018607	0	0	0	1	0	0	0	0	0	2	0	1	2	0	2	1	0	0	0	6
ENSG00000018610	1594	619	1529	761	569	2126	1257	476	1769	1483	1955	2492	689	2395	1326	1310	1371	1036	679	1513
ENSG00000018625	439	0	733	0	92	20	6	11	5	4	4	0	55	15	271	12	1	14	48	4
ENSG00000018699	1329	1359	2183	736	1034	1241	1732	404	1181	1029	1399	1389	745	1141	1167	1271	1305	967	662	1225
ENSG00000018869	159	88	198	169	18	22	29	22	57	119	83	6	121	247	111	132	2	217	67	187
ENSG00000019102	17870	222	4641	40	9749	17	29	3768	35	29175	186	83	216	8943	4251	329	228	3653	6932	466
ENSG00000019144	2424	403	3125	972	783	1077	1504	672	4668	1572	880	1105	2566	1295	4072	2001	621	1617	977	11602
ENSG00000019169	19	35	139	34894	6	2216	665	30	101	14	680	336	158	11	105	757	166	12	194	13
ENSG00000019186	5747	2325	59	3	733	312	3784	2996	7072	20747	521	133	104	2277	531	982	208	203	1336	440
ENSG00000019485	663	175	347	124	294	87	592	65	835	979	112	800	254	847	597	288	665	357	153	577
ENSG00000019505	4	0	30	3	73	128	1	0	11	3	303	1	14	1	3	9	3	43	2	144
ENSG00000019549	606	1472	511	424	558	723	2123	450	1550	1079	3445	5115	1209	251	2747	20585	7636	375	671	4327
ENSG00000019582	70788	7495	42586	58982	23714	91346	136821	9080	39330	22440	23847	10448	76213	221225	179079	105166	8814	6601	34318	4477
ENSG00000019991	281	26	667	20	71	58	117	34	39	41	39	16	150	88	415	72	7	20	196	34
ENSG00000019995	1309	815	1375	185	221	828	1274	279	764	559	639	1176	412	1384	944	1427	1473	459	164	385
ENSG00000020129	3048	943	5474	1593	1984	821	2093	594	1438	1983	1868	4126	1328	2322	2368	2621	1785	1901	1390	3160
ENSG00000020181	1560	541	4755	189	614	1211	2293	573	1598	360	596	478	1885	629	5974	1394	205	583	1183	566
ENSG00000020219	0	0	1	2	1	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0
ENSG00000020256	1537	1149	1839	530	487	1337	1569	476	1690	712	952	1902	790	1365	1197	1227	2010	1127	550	893
ENSG00000020426	822	1412	1068	551	594	847	789	465	1250	597	797	2415	374	1458	604	1856	1665	491	542	1304
ENSG00000020577	670	964	1048	982	254	987	361	125	1624	89	2093	1125	687	270	1110	2443	366	148	589	919
ENSG00000020633	457	46	231	499	375	139	365	31	3339	213	215	352	625	1916	599	686	1840	102	214	916
ENSG00000020922	2280	1272	1850	615	863	1415	1646	748	1855	1764	1013	1541	1382	3146	1042	1285	835	649	676	1163
ENSG00000021300	348	30	774	112	1400	29	38	41	71	153	146	66	452	110	287	45	0	428	128	868
ENSG00000021355	2657	2430	2634	5173	2097	15031	16819	1082	44499	1519	8013	49912	4254	6918	2444	9999	18544	1389	2761	2379
ENSG00000021461	2	0	8	0	2	3	1	1	1	2	2	0	2	14	99	1	0	6	0	2
ENSG00000021488	10	6	148	10	55	13	0	5	7	118	19	2	5	62	12	9	8	14	5	19
ENSG00000021574	2206	1350	3147	419	1555	1060	1384	447	1608	1494	1006	864	1627	1285	1404	1004	1398	1589	638	796
ENSG00000021645	86	527	1146	5	566	151	11	452	28	104	9	4	126	281	575	60	4	505	133	12
ENSG00000021762	2124	388	1133	1152	432	822	1815	501	1523	869	817	1136	1341	2224	2014	1911	775	581	876	2433
ENSG00000021776	3727	2432	3538	1062	1359	1970	4517	1345	4389	979	2159	3794	1508	5662	2349	2588	3989	1739	778	1494
ENSG00000021826	25	18	29	466	94	219	49	23	622	2	22	28	36	177	35	30	60	5	17	52
ENSG00000021852	0	0	3	0	5	0	0	0	18	2	0	0	0	0	1	0	0	0	4	0
ENSG00000022267	2263	70	13317	1454	748	329	375	370	353	112	104	1960	939	220	2516	641	54	364	2142	1712
ENSG00000022277	7603	3349	8904	4139	5034	9449	4315	3708	7343	6202	6247	6260	3595	6391	7091	6347	6467	2849	4677	6402
ENSG00000022355	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000022556	138	2	11943	1049	17026	89	41	116	629	12287	2497	7	2801	64	5173	3962	67	18	1286	1464
ENSG00000022567	4707	2213	1788	452	928	254	7319	97	1028	7055	522	848	846	785	675	225	2010	1782	685	1137
ENSG00000022840	11269	7394	13802	6376	14022	9126	6128	6840	9500	11183	8855	8816	6957	17885	9106	11805	12963	7608	6251	6866
ENSG00000022976	560	396	364	130	87	454	546	129	719	341	357	129	175	1028	367	1093	465	353	165	355
ENSG00000023041	2355	2178	3849	1448	1742	3514	3238	1015	1737	2326	2922	2411	1124	2668	1955	3987	2319	1720	1302	2014
ENSG00000023171	34	54	105	90	67	2215	1980	20	8201	21	154	157	99	208	117	229	38	58	51	149
ENSG00000023191	9778	3142	8760	16644	4490	12194	10149	3712	14184	4543	8079	15628	5188	15020	12268	10935	22048	4365	5333	23466
ENSG00000023228	7265	3062	7363	1901	3626	4611	5748	1307	4433	3094	3314	4651	2015	3486	4199	3612	4748	4054	1810	3662
ENSG00000023287	4675	2971	6270	805	2541	2767	4121	2311	2003	2384	2178	4224	1907	5749	3394	6868	3652	3736	1785	1355
ENSG00000023318	3760	3079	4700	3263	4554	6103	4967	2069	3080	3009	7973	14556	2998	5832	2671	9071	5750	2403	2793	2678
ENSG00000023330	5240	4535	17343	1961	5562	3296	3303	3198	2328	5719	3539	3093	1527	8185	3918	2877	2256	12640	2397	3407
ENSG00000023445	1596	288	629	368	705	3237	880	49	1086	430	25888	4008	7876	12863	2121	12080	103	212	377	2365
ENSG00000023516	5274	1663	3002	762	994	3043	2809	915	2930	2138	1163	3674	2457	4727	1948	3100	2061	6751	463	1230
ENSG00000023572	254	365	298	566	161	592	677	141	497	210	491	735	229	416	277	505	457	280	335	720
ENSG00000023608	722	1692	599	602	391	561	793	141	1234	351	506	1196	320	538	790	1434	935	286	213	543
ENSG00000023697	1016	3299	1462	1311	441	1942	2490	408	2349	829	3210	2912	1571	2310	664	3936	4053	626	889	1343
ENSG00000023734	4559	11115	7593	3608	2708	7356	6321	1739	10538	4027	10507	9582	3683	6409	3341	8554	10031	3399	3830	8432
ENSG00000023839	55	3	14	27	26	88	44	4	92	13	64	180	14	46	63	177	162	35	9	13
ENSG00000023892	1884	981	497	1846	750	1102	1129	557	2010	3833	3641	2231	647	2892	1138	2210	2974	647	1164	935
ENSG00000023902	1681	1365	4141	8857	1640	2032	2148	728	2293	1341	1819	742	3364	1514	3030	3250	696	603	5150	5744
ENSG00000023909	1542	2133	2456	4690	1443	1374	4592	571	3420	1442	3305	1138	926	2816	1212	3382	14965	1817	769	619
ENSG00000024048	4071	1755	3571	1035	1239	2541	4080	3256	2964	2177	2313	3594	1561	5420	2506	3497	3385	1801	1032	1380
ENSG00000024422	4038	3265	4656	11090	1389	10037	8089	2076	17227	10509	6037	13810	4017	3317	9347	15983	12659	671	4278	9277
